8 50 29
          calculated               exact               error             rho_max                  n
          26.2200937                  27        0.7799063008                  10                 110
         30.11766274                  31         0.882337261                  10                 110
         2.906796828                   3       0.09320317178                   5                 120
         6.857696005                   7        0.1423039948                   5                 120
         10.81875565                  11        0.1812443537                   5                 120
         14.78858838                  15        0.2114116165                   5                 120
         18.81410704                  19        0.1858929632                   5                 120
         23.09962638                  23       0.09962638212                   5                 120
         27.96337221                  27        0.9633722093                   5                 120
          33.5907272                  31         2.590727201                   5                 120
         2.904949953                   3       0.09505004656                 5.1                 120
         6.854824238                   7        0.1451757619                 5.1                 120
         10.81493754                  11         0.185062465                 5.1                 120
         14.78167638                  15        0.2183236217                 5.1                 120
         18.78319543                  19        0.2168045744                 5.1                 120
         22.97333948                  23       0.02666052367                 5.1                 120
         27.65181574                  27        0.6518157368                 5.1                 120
         33.03966984                  31         2.039669843                 5.1                 120
         2.903103767                   3       0.09689623331                 5.2                 120
         6.851952234                   7         0.148047766                 5.2                 120
         10.81116181                  11        0.1888381919                 5.2                 120
         14.77584812                  15        0.2241518805                 5.2                 120
         18.76175165                  19        0.2382483499                 5.2                 120
         22.87887575                  23        0.1211242521                 5.2                 120
         27.39463352                  27        0.3946335186                 5.2                 120
         32.55817999                  31         1.558179989                 5.2                 120
         2.901258267                   3       0.09874173281                 5.3                 120
         6.849079615                   7        0.1509203851                 5.3                 120
         10.80740475                  11        0.1925952536                 5.3                 120
         14.77062391                  15        0.2293760873                 5.3                 120
         18.74666465                  19        0.2533353523                 5.3                 120
          22.8101749                  23        0.1898251021                 5.3                 120
         27.18696412                  27        0.1869641177                 5.3                 120
         32.14234251                  31         1.142342509                 5.3                 120
         2.899413455                   3         0.100586545                 5.4                 120
         6.846206214                   7        0.1537937859                 5.4                 120
         10.80365447                  11        0.1963455315                 5.4                 120
         14.76572188                  15        0.2342781241                 5.4                 120
         18.73564328                  19        0.2643567228                 5.4                 120
         22.76144946                  23        0.2385505441                 5.4                 120
         27.02346096                  27       0.02346096415                 5.4                 120
         31.78829581                  31        0.7882958138                 5.4                 120
         2.897569331                   3        0.1024306694                 5.5                 120
         6.843331961                   7        0.1566680389                 5.5                 120
         10.79990521                  11         0.200094788                 5.5                 120
          14.7609835                  15        0.2390165032                 5.5                 120
          18.7271001                  19        0.2728999037                 5.5                 120
         22.72749468                  23        0.2725053161                 5.5                 120
         26.89828109                  27        0.1017189117                 5.5                 120
         31.49203573                  31        0.4920357286                 5.5                 120
         2.895725895                   3        0.1042741054                 5.6                 120
         6.840456828                   7        0.1595431723                 5.6                 120
         10.79615427                  11        0.2038457314                 5.6                 120
         14.75632324                  15        0.2436767595                 5.6                 120
         18.71999764                  19        0.2800023614                 5.6                 120
         22.70392612                  23        0.2960738838                 5.6                 120
         26.80521855                  27        0.1947814501                 5.6                 120
         31.24920958                  31        0.2492095801                 5.6                 120
         2.893883147                   3        0.1061168526                 5.7                 120
         6.837580804                   7        0.1624191963                 5.7                 120
          10.7924004                  11        0.2075995957                 5.7                 120
         14.75169671                  15        0.2483032901                 5.7                 120
          18.7136942                  19        0.2863058003                 5.7                 120
         22.68729218                  23        0.3127078198                 5.7                 120
         26.73798046                  27        0.2620195439                 5.7                 120
         31.05493627                  31       0.05493627088                 5.7                 120
          2.89204109                   3        0.1079589102                 5.8                 120
         6.834703887                   7        0.1652961133                 5.8                 120
         10.78864307                  11        0.2113569252                 5.8                 120
         14.74708169                  15        0.2529183071                 5.8                 120
         18.70781276                  19        0.2921872419                 5.8                 120
         22.67505352                  23          0.32494648                 5.8                 120
         26.69055215                  27        0.3094478499                 5.8                 120
         30.90370703                  31       0.09629296652                 5.8                 120
         2.890199722                   3        0.1098002776                 5.9                 120
         6.831826077                   7        0.1681739227                 5.9                 120
         10.78488205                  11        0.2151179518                 5.9                 120
         14.74246746                  15        0.2575325394                 5.9                 120
         18.70214215                  19         0.297857852                 5.9                 120
         22.66546078                  23        0.3345392247                 5.9                 120
         26.65755934                  27        0.3424406588                 5.9                 120
          30.7894254                  31        0.2105746042                 5.9                 120
         2.888359046                   3        0.1116409541                   6                 120
         6.828947377                   7        0.1710526226                   6                 120
         10.78111723                  11          0.21888277                   6                 120
           14.737849                  15        0.2621509968                   6                 120
         18.69656925                  19        0.3034307506                   6                 120
          22.6573818                  23        0.3426181959                   6                 120
          26.6345325                  27         0.365467503                   6                 120
         30.70561979                  31        0.2943802139                   6                 120
         2.886519061                   3        0.1134809393                 6.1                 120
         6.826067789                   7        0.1739322107                 6.1                 120
         10.77734858                  11        0.2226514154                 6.1                 120
         14.73322406                  15        0.2667759425                 6.1                 120
         18.69103594                  19        0.3089640623                 6.1                 120
         22.65012553                  23        0.3498744733                 6.1                 120
         26.61801654                  27        0.3819834636                 6.1                 120
         30.64580759                  31        0.3541924061                 6.1                 120
         2.884679768                   3        0.1153202322                 6.2                 120
         6.823187316                   7        0.1768126844                 6.2                 120
          10.7735761                  11        0.2264238992                 6.2                 120
         14.72859163                  15         0.271408365                 6.2                 120
          18.6855135                  19        0.3144865049                 6.2                 120
         22.64329237                  23        0.3567076344                 6.2                 120
           26.605526                  27        0.3944740023                 6.2                 120
         30.60392737                  31        0.3960726322                 6.2                 120
         2.882841168                   3        0.1171588325                 6.3                 120
         6.820305959                   7        0.1796940412                 6.3                 120
         10.76979978                  11        0.2302002227                 6.3                 120
         14.72395132                  15        0.2760486811                 6.3                 120
         18.67998825                  19        0.3200117478                 6.3                 120
         22.63666259                  23        0.3633374083                 6.3                 120
         26.59539207                  27        0.4046079259                 6.3                 120
          30.5747218                  31        0.4252781973                 6.3                 120
         2.881003261                   3        0.1189967394                 6.4                 120
         6.817423722                   7        0.1825762784                 6.4                 120
         10.76601962                  11        0.2339803835                 6.4                 120
         14.71930294                  15        0.2806970589                 6.4                 120
         18.67445393                  19        0.3255460694                 6.4                 120
         22.63012086                  23        0.3698791372                 6.4                 120
         26.58656458                  27        0.4134354212                 6.4                 120
         30.55397195                  31        0.4460280492                 6.4                 120
         2.879166048                   3        0.1208339522                 6.5                 120
         6.814540606                   7        0.1854593936                 6.5                 120
         10.76223562                  11        0.2377643776                 6.5                 120
         14.71464644                  15        0.2853535617                 6.5                 120
         18.66890775                  19        0.3310922547                 6.5                 120
          22.6236092                  23        0.3763908003                 6.5                 120
         26.57842116                  27        0.4215788419                 6.5                 120
         30.53854385                  31        0.4614561473                 6.5                 120
          2.87732953                   3        0.1226704705                 6.6                 120
         6.811656616                   7        0.1883433839                 6.6                 120
          10.7584478                  11        0.2415522005                 6.6                 120
         14.70998179                  15        0.2900182101                 6.6                 120
          18.6633485                  19        0.3366514964                 6.6                 120
         22.61709962                  23        0.3829003809                 6.6                 120
         26.57061285                  27        0.4293871471                 6.6                 120
         30.52627668                  31        0.4737233167                 6.6                 120
         2.875493707                   3        0.1245062934                 6.7                 120
         6.808771753                   7         0.191228247                 6.7                 120
         10.75465615                  11        0.2453438476                 6.7                 120
         14.70530899                  15        0.2946910078                 6.7                 120
         18.65777571                  19        0.3422242868                 6.7                 120
         22.61057913                  23         0.389420874                 6.7                 120
         26.56295372                  27        0.4370462814                 6.7                 120
         30.51578161                  31         0.484218385                 6.7                 120
          2.87365858                   3        0.1263414204                 6.8                 120
          6.80588602                   7        0.1941139801                 6.8                 120
         10.75086069                  11         0.249139314                 6.8                 120
         14.70062805                  15        0.2993719517                 6.8                 120
         18.65218918                  19        0.3478108197                 6.8                 120
          22.6040419                  23        0.3959580956                 6.8                 120
         26.55534923                  27        0.4446507673                 6.8                 120
         30.50622227                  31        0.4937777315                 6.8                 120
         2.871824149                   3        0.1281758509                 6.9                 120
         6.802999419                   7        0.1970005807                 6.9                 120
          10.7470614                  11        0.2529385951                 6.9                 120
         14.69593896                  15        0.3040610366                 6.9                 120
         18.64658883                  19        0.3534111664                 6.9                 120
         22.59748544                  23        0.4025145563                 6.9                 120
         26.54775341                  27        0.4522465926                 6.9                 120
          30.4971242                  31        0.5028758002                 6.9                 120
         2.869990416                   3        0.1300095843                   7                 120
         6.800111954                   7        0.1998880463                   7                 120
         10.74325831                  11         0.256741686                   7                 120
         14.69124174                  15        0.3087582561                   7                 120
         18.64097465                  19        0.3590253488                   7                 120
          22.5909087                  23        0.4090913013                   7                 120
         26.54014477                  27        0.4598552286                   7                 120
         30.48823263                  31        0.5117673728                   7                 120
          2.86815738                   3        0.1318426198                 7.1                 120
         6.797223626                   7        0.2027763741                 7.1                 120
         10.73945142                  11        0.2605485821                 7.1                 120
          14.6865364                  15        0.3134636037                 7.1                 120
         18.63534663                  19        0.3646533702                 7.1                 120
         22.58431125                  23        0.4156887486                 7.1                 120
         26.53251368                  27        0.4674863161                 7.1                 120
         30.47941745                  31        0.5205825497                 7.1                 120
         2.866325043                   3        0.1336749569                 7.2                 120
         6.794334438                   7        0.2056655617                 7.2                 120
         10.73564072                  11        0.2643592786                 7.2                 120
         14.68182293                  15        0.3181770729                 7.2                 120
         18.62970477                  19        0.3702952266                 7.2                 120
         22.57769294                  23        0.4223070574                 7.2                 120
         26.52485598                  27        0.4751440242                 7.2                 120
         30.47061526                  31         0.529384741                 7.2                 120
         2.864493405                   3         0.135506595                 7.3                 120
         6.791444394                   7        0.2085556064                 7.3                 120
         10.73182623                  11        0.2681737709                 7.3                 120
         14.67710134                  15        0.3228986571                 7.3                 120
         18.62404909                  19        0.3759509115                 7.3                 120
         22.57105372                  23        0.4289462831                 7.3                 120
         26.51716991                  27        0.4828300908                 7.3                 120
         30.46179646                  31        0.5382035375                 7.3                 120
         2.862662467                   3        0.1373375334                 7.4                 120
         6.788553494                   7        0.2114465058                 7.4                 120
         10.72800795                  11        0.2719920541                 7.4                 120
         14.67237165                  15        0.3276283496                 7.4                 120
         18.61837958                  19        0.3816204175                 7.4                 120
         22.56439356                  23        0.4356064411                 7.4                 120
         26.50945479                  27        0.4905452138                 7.4                 120
         30.45294781                  31        0.5470521947                 7.4                 120
         2.860832228                   3        0.1391677715                 7.5                 120
         6.785661743                   7        0.2143382572                 7.5                 120
         10.72418588                  11        0.2758141238                 7.5                 120
         14.66763386                  15        0.3323661439                 7.5                 120
         18.61269626                  19         0.387303737                 7.5                 120
         22.55771247                  23         0.442287532                 7.5                 120
         26.50171034                  27        0.4982896617                 7.5                 120
         30.44406358                  31        0.5559364234                 7.5                 120
         2.859002691                   3        0.1409973087                 7.6                 120
         6.782769142                   7         0.217230858                 7.6                 120
         10.72036002                  11         0.279639975                 7.6                 120
         14.66288797                  15        0.3371120336                 7.6                 120
         18.60699914                  19        0.3930008624                 7.6                 120
         22.55101045                  23        0.4489895509                 7.6                 120
         26.49393647                  27        0.5060635322                 7.6                 120
         30.43514141                  31        0.5648585943                 7.6                 120
         2.857173856                   3        0.1428261444                 7.7                 120
         6.779875694                   7        0.2201243058                 7.7                 120
          10.7165304                  11        0.2834696034                 7.7                 120
         14.65813399                  15         0.341866012                 7.7                 120
         18.60128821                  19        0.3987117861                 7.7                 120
         22.54428751                  23        0.4557124911                 7.7                 120
         26.48613314                  27        0.5138668573                 7.7                 120
         30.42618034                  31        0.5738196558                 7.7                 120
         2.855345722                   3        0.1446542779                 7.8                 120
         6.776981402                   7         0.223018598                 7.8                 120
           10.712697                  11        0.2873030041                 7.8                 120
         14.65337193                  15        0.3466280729                 7.8                 120
          18.5955635                  19        0.4044365006                 7.8                 120
         22.53754365                  23        0.4624563454                 7.8                 120
         26.47830036                  27        0.5216996447                 7.8                 120
         30.41718003                  31        0.5828199741                 7.8                 120
         2.853518291                   3        0.1464817086                 7.9                 120
         6.774086268                   7         0.225913732                 7.9                 120
         10.70885983                  11        0.2911401726                 7.9                 120
         14.64860179                  15        0.3513982097                 7.9                 120
           18.589825                  19        0.4101749983                 7.9                 120
         22.53077889                  23        0.4692211065                 7.9                 120
         26.47043811                  27        0.5295618932                 7.9                 120
         30.40814031                  31         0.591859685                 7.9                 120
         2.851691564                   3         0.148308436                   8                 120
         6.771190295                   7        0.2288097054                   8                 120
          10.7050189                  11        0.2949811042                   8                 120
         14.64382358                  15        0.3561764162                   8                 120
         18.58407273                  19        0.4159272719                   8                 120
         22.52399323                  23        0.4760067672                   8                 120
          26.4625464                  27        0.5374535988                   8                 120
         30.39906116                  31        0.6009388369                   8                 120
         2.849865541                   3        0.1501344593                 8.1                 120
         6.768293485                   7        0.2317065154                 8.1                 120
         10.70117421                  11        0.2988257944                 8.1                 120
         14.63903731                  15        0.3609626859                 8.1                 120
         18.57830669                  19        0.4216933141                 8.1                 120
         22.51718668                  23        0.4828133203                 8.1                 120
         26.45462524                  27        0.5453747566                 8.1                 120
         30.38994255                  31        0.6100574456                 8.1                 120
         2.848040222                   3         0.151959778                 8.2                 120
          6.76539584                   7        0.2346041597                 8.2                 120
         10.69732576                  11        0.3026742386                 8.2                 120
         14.63424299                  15        0.3657570126                 8.2                 120
         18.57252688                  19        0.4274731175                 8.2                 120
         22.51035924                  23        0.4896407588                 8.2                 120
         26.44667464                  27        0.5533253617                 8.2                 120
         30.38078448                  31        0.6192155162                 8.2                 120
         2.846215609                   3        0.1537843915                 8.3                 120
         6.762497364                   7        0.2375026358                 8.3                 120
         10.69347357                  11        0.3065264322                 8.3                 120
         14.62944061                  15        0.3705593899                 8.3                 120
         18.56673332                  19         0.433266675                 8.3                 120
         22.50351092                  23        0.4964890758                 8.3                 120
         26.43869459                  27        0.5613054092                 8.3                 120
         30.37158695                  31        0.6284130495                 8.3                 120
         2.844391701                   3        0.1556082991                 8.4                 120
         6.759598059                   7        0.2404019409                 8.4                 120
         10.68961763                  11        0.3103823707                 8.4                 120
         14.62463019                  15        0.3753698118                 8.4                 120
         18.56092602                  19        0.4390739795                 8.4                 120
         22.49664174                  23        0.5033582646                 8.4                 120
         26.43068511                  27        0.5693148943                 8.4                 120
         30.36234995                  31        0.6376500458                 8.4                 120
           2.8425685                   3        0.1574315002                 8.5                 120
         6.756697927                   7        0.2433020728                 8.5                 120
         10.68575795                  11        0.3142420496                 8.5                 120
         14.61981173                  15        0.3801882719                 8.5                 120
         18.55510498                  19        0.4448950239                 8.5                 120
         22.48975168                  23        0.5102483185                 8.5                 120
         26.42264619                  27        0.5773538126                 8.5                 120
         30.35307349                  31        0.6469265051                 8.5                 120
         2.840746006                   3        0.1592539943                 8.6                 120
         6.753796971                   7        0.2462030288                 8.6                 120
         10.68189454                  11        0.3181054642                 8.6                 120
         14.61498524                  15         0.385014764                 8.6                 120
          18.5492702                  19        0.4507298013                 8.6                 120
         22.48284077                  23         0.517159231                 8.6                 120
         26.41457784                  27        0.5854221597                 8.6                 120
         30.34375757                  31        0.6562424273                 8.6                 120
         2.838924219                   3        0.1610757807                 8.7                 120
         6.750895194                   7        0.2491048064                 8.7                 120
         10.67802739                  11        0.3219726101                 8.7                 120
         14.61015072                  15        0.3898492822                 8.7                 120
          18.5434217                  19        0.4565783047                 8.7                 120
           22.475909                  23        0.5240909958                 8.7                 120
         26.40648007                  27        0.5935199317                 8.7                 120
         30.33440219                  31        0.6655978132                 8.7                 120
         2.837103141                   3        0.1628968588                 8.8                 120
         6.747992597                   7        0.2520074032                 8.8                 120
         10.67415652                  11        0.3258434828                 8.8                 120
         14.60530818                  15        0.3946918202                 8.8                 120
         18.53755947                  19        0.4624405272                 8.8                 120
         22.46895639                  23        0.5310436066                 8.8                 120
         26.39835288                  27        0.6016471245                 8.8                 120
         30.32500734                  31        0.6749926634                 8.8                 120
         2.835282772                   3        0.1647172279                 8.9                 120
         6.745089183                   7        0.2549108165                 8.9                 120
         10.67028192                  11        0.3297180779                 8.9                 120
         14.60045763                  15        0.3995423719                 8.9                 120
         18.53168354                  19        0.4683164623                 8.9                 120
         22.46198294                  23        0.5380170572                 8.9                 120
         26.39019627                  27        0.6098037347                 8.9                 120
         30.31557302                  31         0.684426979                 8.9                 120
         2.833463112                   3        0.1665368876                   9                 120
         6.742184956                   7         0.257815044                   9                 120
         10.66640361                  11        0.3335963908                   9                 120
         14.59559907                  15        0.4044009315                   9                 120
          18.5257939                  19        0.4742061031                   9                 120
         22.45498866                  23        0.5450113418                   9                 120
         26.38201024                  27        0.6179897587                   9                 120
         30.30609924                  31        0.6939007616                   9                 120
         2.831644163                   3        0.1683558372                 9.1                 120
         6.739279917                   7        0.2607200832                 9.1                 120
         10.66252158                  11        0.3374784171                 9.1                 120
         14.59073251                  15        0.4092674928                 9.1                 120
         18.51989056                  19        0.4801094429                 9.1                 120
         22.44797355                  23        0.5520264544                 9.1                 120
         26.37379481                  27        0.6262051934                 9.1                 120
         30.29658599                  31         0.703414013                 9.1                 120
         2.829825924                   3         0.170174076                 9.2                 120
         6.736374068                   7        0.2636259315                 9.2                 120
         10.65863585                  11        0.3413641523                 9.2                 120
         14.58585795                  15        0.4141420499                 9.2                 120
         18.51397352                  19        0.4860264754                 9.2                 120
         22.44093761                  23        0.5590623893                 9.2                 120
         26.36554996                  27        0.6344500358                 9.2                 120
         30.28703326                  31        0.7129667353                 9.2                 120
         2.828008397                   3        0.1719916035                 9.3                 120
         6.733467414                   7        0.2665325865                 9.3                 120
         10.65474641                  11        0.3452535921                 9.3                 120
          14.5809754                  15         0.419024597                 9.3                 120
         18.50804281                  19        0.4919571939                 9.3                 120
         22.43388086                  23        0.5661191409                 9.3                 120
         26.35727572                  27         0.642724283                 9.3                 120
         30.27744107                  31        0.7225589309                 9.3                 120
         2.826191581                   3        0.1738084191                 9.4                 120
         6.730559954                   7        0.2694400456                 9.4                 120
         10.65085327                  11         0.349146732                 9.4                 120
         14.57608487                  15         0.423915128                 9.4                 120
         18.50209841                  19        0.4979015921                 9.4                 120
          22.4268033                  23        0.5731967038                 9.4                 120
         26.34897207                  27        0.6510279325                 9.4                 120
          30.2678094                  31        0.7321906028                 9.4                 120
         2.824375478                   3        0.1756245221                 9.5                 120
         6.727651694                   7        0.2723483065                 9.5                 120
         10.64695643                  11        0.3530435676                 9.5                 120
         14.57118636                  15        0.4288136371                 9.5                 120
         18.49614034                  19        0.5038596637                 9.5                 120
         22.41970493                  23        0.5802950725                 9.5                 120
         26.34063902                  27        0.6593609821                 9.5                 120
         30.25813825                  31        0.7418617541                 9.5                 120
         2.822560088                   3         0.177439912                 9.6                 120
         6.724742633                   7        0.2752573666                 9.6                 120
         10.64305591                  11        0.3569440945                 9.6                 120
         14.56627988                  15        0.4337201186                 9.6                 120
          18.4901686                  19        0.5098314024                 9.6                 120
         22.41258576                  23         0.587414242                 9.6                 120
         26.33227657                  27        0.6677234295                 9.6                 120
         30.24842761                  31        0.7515723883                 9.6                 120
         2.820745412                   3        0.1792545882                 9.7                 120
         6.721832777                   7        0.2781672235                 9.7                 120
         10.63915169                  11        0.3608483083                 9.7                 120
         14.56136543                  15        0.4386345666                 9.7                 120
          18.4841832                  19        0.5158168019                 9.7                 120
         22.40544579                  23        0.5945542072                 9.7                 120
         26.32388473                  27        0.6761152728                 9.7                 120
         30.23867749                  31        0.7613225093                 9.7                 120
          2.81893145                   3          0.18106855                 9.8                 120
         6.718922125                   7        0.2810778747                 9.8                 120
          10.6352438                  11        0.3647562048                 9.8                 120
         14.55644302                  15        0.4435569753                 9.8                 120
         18.47818414                  19        0.5218158561                 9.8                 120
         22.39828504                  23         0.601714963                 9.8                 120
         26.31546349                  27        0.6845365105                 9.8                 120
         30.22888788                  31        0.7711121212                 9.8                 120
         2.817118203                   3         0.182881797                 9.9                 120
         6.716010682                   7        0.2839893177                 9.9                 120
         10.63133222                  11        0.3686677795                 9.9                 120
         14.55151266                  15        0.4484873391                 9.9                 120
         18.47217144                  19         0.527828559                 9.9                 120
          22.3911035                  23        0.6088965047                 9.9                 120
         26.30701286                  27         0.692987141                 9.9                 120
         30.21905877                  31        0.7809412287                 9.9                 120
         2.815305672                   3        0.1846943283                  10                 120
          6.71309845                   7        0.2869015501                  10                 120
         10.62741697                  11        0.3725830281                  10                 120
         14.54657435                  15        0.4534256522                  10                 120
          18.4661451                  19        0.5338549047                  10                 120
         22.38390117                  23        0.6160988275                  10                 120
         26.29853284                  27         0.701467163                  10                 120
         30.20919016                  31        0.7908098366                  10                 120
         2.913906557                   3       0.08609344349                   5                 130
         6.868728199                   7        0.1312718012                   5                 130
         10.83306724                  11        0.1669327637                   5                 130
         14.80604556                  15         0.193954438                   5                 130
          18.8353039                  19        0.1646961025                   5                 130
          23.1268561                  23        0.1268560963                   5                 130
         28.00009556                  27         1.000095555                   5                 130
         33.64032875                  31         2.640328753                   5                 130
         2.912199296                   3       0.08780070436                 5.1                 130
         6.866080524                   7        0.1339194755                 5.1                 130
         10.82954886                  11        0.1704511434                 5.1                 130
         14.79948253                  15        0.2005174688                 5.1                 130
         18.80458835                  19        0.1954116451                 5.1                 130
         23.00021403                  23     0.0002140315336                 5.1                 130
          27.6875463                  27        0.6875463021                 5.1                 130
         33.08771708                  31         2.087717082                 5.1                 130
         2.910492619                   3       0.08950738079                 5.2                 130
         6.863432748                   7        0.1365672521                 5.2                 130
         10.82607403                  11        0.1739259736                 5.2                 130
         14.79401719                  15        0.2059828117                 5.2                 130
         18.78342379                  19        0.2165762125                 5.2                 130
          22.9055488                  23       0.09445120139                 5.2                 130
         27.42949646                  27        0.4294964646                 5.2                 130
         32.60478274                  31          1.60478274                 5.2                 130
         2.908786526                   3       0.09121347368                 5.3                 130
         6.860784486                   7        0.1392155144                 5.3                 130
         10.82261873                  11        0.1773812701                 5.3                 130
         14.78916483                  15        0.2108351736                 5.3                 130
         18.76868049                  19        0.2313195146                 5.3                 130
         22.83680015                  23        0.1631998499                 5.3                 130
          27.2211004                  27        0.2211003954                 5.3                 130
         32.18761157                  31         1.187611569                 5.3                 130
         2.907081017                   3       0.09291898311                 5.4                 130
         6.858135568                   7        0.1418644316                 5.4                 130
         10.81917093                  11         0.180829072                 5.4                 130
         14.78464031                  15        0.2153596924                 5.4                 130
